,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage,minutesPlayed,possessions,oEfficiency,pointsPlayed,oPointsPlayed,dPointsPlayed,position,height,weight,Rating,oeff_rating,goal_rating,assist_rating,block_rating,mean_rating,composite_rating
242,242,242,242,hcarnegie,Husayn Carnegie,39,3.08,0.79,2.28,2.92,7.69,86.71,0.33,1.18,0.0,0.18,1.21,0.0,0.0,,,,,,7.78,8.23,39.56,14.08,6.77,7.31,Defender,,,0.0832768770011523,-0.4532975582768778,0.660580481091743,-0.6975785593377234,-0.5334104109718448,-0.022630337410636872,-0.25592651187367577
243,243,243,243,ameshnick,Andrew Meshnick,127,2.71,1.4,1.31,2.91,8.04,86.31,0.83,1.07,0.0,0.2,1.48,0.02,0.41,120.11,64.36,55.75,0.54,65.22,21.76,18.83,46.72,22.65,4.54,18.11,Defender,74.0,185.0,0.4065067317210328,-0.5909849636642459,-0.6875814084872016,-0.0988393931620213,0.5984542588599407,-0.03890739416323697,-0.19473787661338202
244,244,244,244,cbailey,Cam Bailey,35,3.17,0.77,2.4,2.91,14.14,89.35,1.43,1.26,0.03,0.14,1.14,0.03,5.2,327.0,123.0,204.0,0.0,,23.28,26.57,42.15,23.71,11.57,12.14,Defender,71.0,177.0,1.063711800429043,-0.2422127147877463,1.5373644762116283,-1.8512367021841236,-0.04544392343050915,-0.057716983793038044,-0.15038221604768773
245,245,245,245,krutledge,Kyle Rutledge,11,4.18,2.18,2.0,2.91,32.18,96.2,1.82,0.91,0.0,0.45,0.09,0.0,0.0,387.64,234.09,153.55,0.55,,26.11,28.0,60.39,23.82,22.45,1.36,Cutter,,,1.6168127110795896,0.18391817369938546,-0.4910326431901681,-0.18043268479915006,-0.8925432923395321,-0.0827270027276505,-0.3450226116573662
246,246,246,246,gmay,Gavin May,20,2.55,0.6,1.95,2.9,8.1,94.74,0.95,0.3,0.0,0.1,0.75,0.0,0.0,155.9,28.05,127.85,0.05,,20.85,15.85,49.21,20.05,8.45,11.6,Defender,,,0.7426622420412028,0.1949355857915884,1.198949128276747,-0.8806591619263023,-0.0026234996947800196,0.025115589015882466,0.12765051311181327
247,247,247,247,clung,Chris Lung,28,4.11,3.04,1.07,2.89,25.43,91.28,1.54,2.04,0.0,0.04,0.86,0.0,0.68,369.07,239.54,129.54,1.32,53.62,21.61,24.07,53.12,21.96,16.93,5.04,Cutter,,,0.8707955462436737,0.13411547760201362,-2.0486234059465667,2.4006009370037877,1.73397034487261,0.16490021672288105,0.5550158383829612
248,248,248,248,jdrescher,Jay Drescher,46,3.04,1.89,1.15,2.89,9.87,80.21,0.76,2.04,0.02,0.17,2.07,0.0,12.04,,,,,,16.97,17.67,38.87,19.87,6.07,13.8,Defender,,,-0.3459806733592454,-0.7043596769450193,-0.9414937210968747,1.7829406075862722,4.5878295254460895,0.2973006715783084,1.181229183747617
249,249,249,249,rdrost,Ryan Drost,121,1.89,0.6,1.29,2.89,7.67,92.61,0.76,0.59,0.02,0.05,1.64,0.01,0.01,44.67,0.58,44.09,0.03,,21.63,17.19,42.55,19.81,3.41,16.4,Defender,73.0,175.0,-1.3033031342058343,-1.2528348316746847,0.7218056482568531,-1.3387414894048126,3.5982355485873745,0.0544833507335216,0.4321162189411826
250,250,250,250,rtucker,Ryan Tucker,28,2.75,0.89,1.86,2.89,4.39,94.62,0.64,0.21,0.0,0.25,0.61,0.0,0.0,,,,,,13.86,18.0,53.37,14.0,11.14,2.86,Cutter,76.0,180.0,-0.071751459410846,0.6336325653924679,-0.18625659989945775,-0.43454163328146145,1.5093320531303884,0.0010505836989580612,0.3805415963354843
251,251,251,251,slofink,Spencer Lofink,17,3.65,2.24,1.41,2.88,14.76,89.96,0.53,1.47,0.0,0.12,0.82,0.0,0.71,220.35,109.18,111.18,0.65,55.0,21.8,19.47,45.92,20.47,10.47,10.0,Cutter,75.0,210.0,-3.3382082235358777,-2.014117134451733,-0.17324904442301542,1.5098351888898316,0.6835467479571218,0.19932617588784873,0.0015039394930512762
252,252,252,252,ckocher,Chris Kocher,15,3.6,2.53,1.07,2.87,27.8,94.77,2.33,1.2,0.07,0.0,0.47,0.0,0.33,,,,,,20.28,23.2,49.43,22.07,12.93,9.13,Cutter,,,0.0761862896957945,-0.2229943681683132,-1.8068614391473439,1.436020951408377,-1.5577881787293668,-0.04106944615974798,-0.5379057586591617
253,253,253,253,cweinberg,Charles Weinberg,47,3.62,1.81,1.81,2.87,18.81,94.24,1.96,0.96,0.02,0.17,0.38,0.0,0.11,268.03,105.59,162.44,0.69,68.75,20.19,22.81,57.65,18.28,16.98,1.3,Cutter,71.0,170.0,3.127324187863851,1.4053780996443914,-0.30379485492898406,0.04326713749498744,0.15922406241275722,-0.002041295742069,0.32601861115578795
254,254,254,254,jtowle,Jimmy Towle,67,3.55,1.27,2.28,2.87,15.07,93.61,1.58,0.91,0.01,0.43,0.66,0.0,0.0,331.41,97.0,234.41,0.38,80.0,23.09,26.91,49.81,21.75,18.64,3.1,Cutter,69.0,170.0,0.2746519926494266,-0.8194680813205504,0.35984098173168366,-1.6389604691892499,0.9061236287327864,-0.109392149482053,-0.2981159850113325
255,255,255,255,amuraoka,Akifumi Muraoka,14,4.07,2.14,1.93,2.86,14.79,88.46,1.79,1.64,0.0,0.0,0.43,0.0,0.0,,,,,,21.82,26.64,52.28,21.57,17.79,3.79,Cutter,,,0.6154986467806066,0.11380246473160045,-0.23610632458169153,0.22094824903013563,-0.3172062758810279,0.008120903887789601,-0.05464047167524584
256,256,256,256,pshriwise,Pat Shriwise,103,3.58,2.05,1.53,2.86,23.86,94.14,1.49,1.16,0.07,0.27,0.71,0.0,0.02,276.17,127.67,148.5,0.25,,15.58,18.78,51.6,17.38,13.4,3.98,Cutter,74.0,185.0,0.278795484940967,-0.008720010774198607,-1.6567495949009683,1.3853056128300278,0.2876935178850125,0.03226516465425225,0.001882381259968341
257,257,257,257,rpoloz,Ryan Poloz,28,4.57,3.11,1.46,2.86,27.75,93.95,2.43,1.54,0.04,0.32,0.14,0.0,0.0,366.46,219.5,146.96,0.96,81.82,23.01,25.75,51.32,20.93,19.18,1.75,Handler,72.0,,1.9284005130242683,-0.519155971218454,0.461082153207988,1.9004082418747397,-0.6791792348453644,0.2558748499777531,0.2907887972547273
258,258,258,258,wlindquis,Will Lindquist,21,2.9,1.19,1.71,2.86,7.1,93.71,0.52,0.38,0.0,0.05,0.38,0.0,0.0,194.4,69.2,125.2,0.4,,14.33,14.9,57.83,14.95,9.9,5.05,Cutter,72.0,,2.922922579996775,2.166124337636258,0.7378415294138974,0.4772217424544863,0.3452942081006423,0.1523330070270784,0.9316204544013211
259,259,259,259,ngoff,Nate Goff,52,2.35,1.13,1.21,2.85,8.52,91.53,0.63,0.69,0.04,0.29,1.48,0.0,3.04,131.91,48.13,83.78,0.13,,21.21,16.79,45.25,20.13,4.94,15.19,Defender,76.0,180.0,-0.7873607706053042,-1.484399953108147,0.7420392709576742,0.0993606631727586,2.6950325090470653,0.1917899810524777,0.5130081225173377
260,260,260,260,nhirst,Nathan Hirst,52,3.85,1.98,1.87,2.85,19.04,92.96,1.88,1.19,0.08,0.31,0.5,0.02,0.06,442.11,296.44,145.67,1.22,91.67,18.47,25.35,52.5,19.23,16.75,2.48,Cutter,,,2.5976092098414694,0.9540306757346306,-0.28159502492077326,0.6178343558759983,-0.15509103136830668,0.05578035580017057,0.2837947438303873
261,261,261,261,nthibedea,Nate Thibedeau,47,3.3,1.32,1.98,2.85,9.98,92.5,0.6,0.7,0.02,0.21,0.47,0.0,0.0,,,,,,9.43,12.89,51.82,13.85,11.09,2.77,Cutter,,,1.6978449009592569,1.2371835081921772,-0.21067313330554208,0.8038658093644764,0.41069571730038723,0.10404447344711339,0.5602679753878747
262,262,262,262,plally,Paul Lally,86,4.15,2.29,1.86,2.85,27.53,93.05,2.23,1.8,0.01,0.14,0.64,0.0,2.07,431.82,296.59,135.24,1.0,61.82,23.02,25.94,48.95,22.79,16.74,6.05,Cutter,,200.0,2.1304091281083064,0.5801882647450813,-0.23073948591570476,1.2284463787131432,0.22798556002375664,0.14511631075435458,0.4514701793915691
263,263,263,263,smilardov,Steven Milardovich,93,2.7,1.54,1.16,2.85,14.34,90.63,1.28,1.29,0.02,0.14,1.58,0.0,3.29,206.9,100.23,106.67,0.17,33.33,23.55,20.19,45.63,22.96,8.47,14.48,Defender,74.0,190.0,1.2688172141361125,-0.5601484140178923,-0.6532199663708725,0.6063000419618324,3.2926488532061264,0.14155332622352115,0.6713951286947984
264,264,264,264,bparris,Benjamin Parris,31,4.45,1.81,2.65,2.84,14.06,92.57,0.35,1.68,0.0,0.71,0.77,0.0,0.0,,,,,,6.86,9.61,47.32,16.52,10.0,6.52,Cutter,,,1.62684395739489,0.7882133853286742,1.2358681707480237,-0.4001626673093118,-0.057977098167184646,0.08251729920307213,0.3914854476500504
265,265,265,265,jhill,Jeremy Hill,62,3.65,1.31,2.34,2.84,12.4,89.31,1.48,1.27,0.05,0.39,0.85,0.0,0.1,332.77,113.27,219.5,0.68,78.95,22.87,27.18,45.28,22.42,17.4,5.02,Cutter,72.0,185.0,-1.228818771795429,-1.9219981086927806,0.4318230367458529,-1.3170132379702242,1.4759225388796946,-0.0450725415047594,-0.33281644275936434
266,266,266,266,adavis2,Antoine Davis,81,3.41,1.49,1.91,2.83,10.44,87.49,1.1,1.23,0.01,0.35,1.0,0.01,0.02,178.14,54.84,123.3,0.54,71.43,22.81,23.12,51.31,22.6,12.56,10.05,Cutter,74.0,185.0,-0.9091010924276536,-0.7408280743007237,0.2153150292109433,-0.32857633702956446,2.0394125840704245,0.06962483337963289,0.2963308004877699
267,267,267,267,jwylie,Joey Wylie,38,2.39,0.87,1.53,2.82,9.5,93.04,0.89,0.53,0.03,0.13,1.08,0.0,0.0,175.68,49.29,126.39,0.05,,22.81,16.92,52.72,21.11,4.92,16.18,Defender,72.0,180.0,3.182002529130078,1.4021805994320562,0.6800989093991875,-0.5444504082731557,0.21933452893215996,0.02360978585074287,0.439290907372562
268,268,268,268,kpettitsc,Kevin Pettit-Scantling,121,2.24,1.03,1.21,2.82,7.69,90.82,0.64,0.6,0.0,0.17,1.35,0.0,2.03,210.78,102.09,108.7,0.43,43.48,17.23,14.6,46.24,18.54,3.7,14.83,Defender,74.0,205.0,-0.17836516601514,-0.5495938977317594,0.09438564406169495,0.032615889329430645,1.5525311616549344,0.08315044268574223,0.2824846993285752
269,269,269,269,dchazin,Dan Chazin,10,3.4,2.2,1.2,2.8,35.3,94.89,2.1,1.3,0.1,0.0,0.7,0.0,0.0,,,,,,25.15,36.4,42.86,26.3,23.6,2.7,Cutter,,,1.1854271216360237,0.08832934989360132,-1.5202780836356995,-0.11849448122378699,0.0448439370565852,-0.1385444628209921,-0.376399819477325
270,270,270,270,scook,Sam Cook,55,3.16,1.05,2.11,2.8,14.6,95.03,1.29,0.65,0.05,0.11,0.4,0.02,0.05,288.26,88.65,199.62,0.38,59.09,23.28,25.04,49.16,20.95,17.42,3.53,Cutter,72.0,,-1.132985892319842,-1.4647488413819811,0.4713936976770294,-1.5497801879096358,-0.28677523244445746,-0.13074741754135258,-0.7074776410147613
271,271,271,271,dferraro,David Ferraro,34,2.71,0.68,2.03,2.79,9.35,91.64,0.68,0.82,0.03,0.38,1.29,0.0,0.03,,,,,,16.31,19.09,36.06,18.53,9.18,9.35,Defender,,,1.1436730956958827,0.3081434471786335,1.0135056110559302,-0.3969678126711384,1.7149552911142514,0.12476589075470569,0.6599091341694192
272,272,272,272,gowens,Greg Owens,14,2.57,1.79,0.79,2.79,5.86,,0.0,0.86,0.0,0.29,1.36,0.0,0.0,,,,,,0.0,0.0,,8.36,3.71,4.64,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
273,273,273,273,jboychuk,Jay Boychuk,39,3.56,1.38,2.18,2.79,12.18,94.06,1.44,0.69,0.03,0.33,0.26,0.0,0.0,,,,,,17.33,19.38,50.4,19.15,10.26,8.9,Cutter,68.0,,1.0093199646263151,1.1906587152558967,1.6495158666988288,0.05586697943073141,-2.2097941568764004,0.09818315461243073,0.1715618511272642
274,274,274,274,rtetreaul,Ray Tetreault,29,3.52,1.28,2.24,2.79,12.69,94.36,1.34,0.59,0.03,0.45,0.31,0.0,0.0,261.48,67.07,194.41,0.48,58.33,21.03,21.62,52.15,19.0,16.14,2.86,Cutter,,,-1.10755765615966,-0.8126779175756365,0.5712172238850297,-0.2289729241259805,-0.14388560958185223,0.037311392279954926,-0.15357980684960987
275,275,275,275,rwynne,Russell Wynne,14,2.36,1.21,1.14,2.79,18.29,93.43,1.0,1.21,0.0,0.0,1.64,0.0,6.21,,,,,,24.78,23.43,35.37,21.21,6.93,14.29,Defender,,,-1.9631608930410025,-1.4114900297599358,-1.022455942145083,0.45784011078869524,2.2791671354754492,0.05397354632567136,0.07576531858978142
276,276,276,276,ttsang,Tim Tsang,38,4.26,2.24,2.03,2.79,19.82,87.86,1.95,2.26,0.03,0.21,1.0,0.0,4.42,,,,,,21.1,24.03,42.28,22.11,12.32,9.79,Cutter,,,-0.2378541589150947,-0.18827315110288412,0.3905786682168615,2.0375992209130485,0.9673374019657979,0.3234337855786331,0.8018105349982059
277,277,277,277,areppermu,Anson Reppermund,97,2.15,0.91,1.25,2.76,7.77,88.39,0.8,0.84,0.02,0.2,1.64,0.01,1.48,209.84,60.5,149.34,0.25,42.11,20.3,19.36,43.34,20.47,7.86,12.62,Defender,74.0,165.0,-0.2896915875890579,-1.0977559045805751,-0.5169731774522798,-0.8450501667603182,3.622481001253532,-0.0029378712798871684,0.2906754381150898
278,278,278,278,bhulsmeye,Brett Hulsmeyer,43,2.0,0.79,1.21,2.74,11.23,93.06,1.05,0.7,0.0,0.21,1.65,0.0,2.86,206.64,70.67,135.97,0.21,63.64,23.23,15.72,52.66,20.16,6.51,13.65,Defender,,,0.6477031280996164,-0.2757868395257811,0.1248958233692939,-0.6719640973907941,3.6664466251530787,0.07871643107484447,0.7108978779014494
279,279,279,279,jmalks,Jonny Malks,42,4.12,2.31,1.81,2.74,40.67,95.63,2.07,1.57,0.0,0.1,0.29,0.0,0.0,414.97,266.54,148.44,1.33,65.0,20.0,21.4,60.96,17.9,17.45,0.45,Cutter,72.0,155.0,4.064823803916367,1.6383102693627256,0.8400162875331507,1.8926891359986913,-0.49802061396880004,0.29677681232506653,0.9682487697314418
280,280,280,280,jpollard,James Pollard,53,3.51,1.64,1.87,2.74,9.77,86.48,0.77,1.36,0.02,0.28,0.87,0.0,4.62,355.17,138.57,216.6,1.6,61.54,17.98,18.58,45.48,17.96,11.47,6.49,Cutter,77.0,160.0,,-1.040250417964482,0.47717548280596217,0.7259285879562362,1.8962362926208698,0.21172598393636052,0.5147724863546466
281,281,281,281,dwheeler,David Wheeler,22,3.5,1.36,2.14,2.73,11.0,88.32,0.0,1.45,0.0,0.59,1.27,0.0,0.0,,,,,,0.0,0.0,,12.77,9.14,3.64,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
282,282,282,282,rdavenpor,Ray Davenport,11,4.27,2.55,1.73,2.73,15.36,90.37,2.18,1.55,0.0,0.55,0.55,0.0,0.0,,,,,,18.3,27.09,48.99,19.45,17.45,2.0,Cutter,,,2.517609556906004,1.0888330975729328,0.06990693461510927,1.4399579654754546,0.08152031596999258,0.19263676578827715,0.6700545784083723
283,283,283,283,wnelson,Walden Nelson,11,2.09,0.55,1.55,2.73,12.64,99.29,1.0,0.09,0.0,0.0,0.73,0.0,0.09,,,,,,22.8,25.0,39.27,18.0,9.55,8.45,Defender,,,0.2214447027509932,-0.32464782034478945,-0.09789855789888602,-0.7641157527111744,-0.48776660969685975,-0.0996137901912195,-0.4186071851629274
284,284,284,284,ycabot,Yoland Cabot,51,4.24,2.22,2.02,2.73,14.25,87.07,0.84,1.73,0.02,0.41,0.63,0.0,1.02,,,,,,20.57,26.78,42.02,21.37,14.27,7.1,Cutter,70.0,155.0,0.7276064783990758,0.08576163670861303,0.1105430073842022,1.3349080713169772,-0.7720871806735062,0.15404614464869287,0.18978138368407152
285,285,285,285,cgeppert,Cullen Geppert,36,4.03,2.36,1.67,2.72,16.97,89.33,0.64,1.81,0.0,0.39,0.89,0.0,0.03,,,,,,12.5,15.03,43.25,20.69,13.0,7.69,Cutter,,,-0.1244697256739428,-0.29423137821982687,-1.4940066940426033,1.3453059571832107,0.6405544198428513,0.0552826392681286,0.049405576190907935
286,286,286,286,mdrost,Mike Drost,136,1.88,0.75,1.13,2.72,7.64,92.69,0.81,0.57,0.01,0.04,1.46,0.01,0.01,51.68,11.81,39.86,0.03,,18.19,14.3,43.5,19.01,3.24,15.77,Defender,73.0,165.0,-1.203008289579717,-1.1496168380354466,0.27788239290007216,-0.8134968376548152,1.1764040785256662,-0.011449643415121965,-0.1272068010661308
287,287,287,287,alepagnol,Antoine Lepagnol,20,3.95,2.2,1.75,2.7,9.9,83.54,0.95,1.55,0.0,0.3,0.6,0.05,0.95,,,,,,15.75,22.75,41.76,17.05,13.85,3.2,Cutter,,,0.6388976005443358,0.28539801077606636,0.2936919200670819,2.002193668915323,0.07534698414800332,0.2787435430170568,0.6641576459766186
288,288,288,288,bsadok,Benjamin Sadok,33,4.52,2.82,1.7,2.7,41.64,94.96,2.33,1.88,0.06,0.18,0.24,0.0,0.0,492.3,314.7,177.61,0.97,50.0,24.22,27.88,55.33,22.58,22.33,0.24,Cutter,,,0.6333756951644953,-0.7820065575650884,-1.6288620579238349,1.4599188547545263,-0.7562654467570823,0.006662242854544291,-0.4268038018728698
289,289,289,289,colsen,Christian Olsen,79,3.52,1.85,1.67,2.7,22.97,94.48,1.95,1.19,0.03,0.18,0.54,0.0,0.11,234.53,170.73,63.8,0.27,72.73,22.08,21.75,54.42,20.63,13.58,7.05,Cutter,71.0,,-0.1698788213935693,-0.402693886313234,-0.2658687427264359,0.6201364341678954,-0.03937647759124192,0.06160625034996389,-0.021950668115754093
290,290,290,290,aroot,Aldous Root,13,3.23,1.38,1.85,2.69,13.62,93.16,1.46,0.92,0.0,0.23,0.62,0.0,0.0,,,,,,23.31,27.69,41.39,23.15,16.08,7.08,Cutter,74.0,185.0,-1.5995023650891982,-0.9421437821414741,-0.407083473555621,-0.8400632767228214,-0.21984125150085992,-0.12786615659575748,-0.602282945980194
291,291,291,291,aweitzman,Ari Weitzman,13,2.46,0.69,1.77,2.69,5.85,,0.0,0.62,0.0,0.08,0.92,0.0,0.92,,,,,,2.96,2.69,,8.77,3.92,4.85,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
292,292,292,292,clarocque,Chris LaRocque,34,3.65,2.71,0.94,2.68,24.82,93.47,1.71,1.29,0.03,0.35,0.68,0.0,1.32,,,,,,24.9,24.47,49.04,24.94,11.62,13.32,Cutter,74.0,185.0,0.0276690750991154,0.0684002936617936,-2.387605128201032,1.656869763780179,-0.6252276073354834,-0.036669810663349914,-0.32189066952363576
293,293,293,293,janderson,Jake Anderson,19,2.05,0.74,1.32,2.68,4.32,,0.68,0.26,0.0,0.16,1.05,0.0,0.16,,,,,,16.36,15.47,46.26,18.58,1.11,17.47,Defender,,,2.719384388696209,1.9453117211939976,1.0897100295110635,0.3024556713839304,-0.4842841166686721,0.13555374822160107,0.7132983263550798
294,294,294,294,mleonard,Max Leonard,22,4.09,2.45,1.64,2.68,35.77,94.93,2.41,1.55,0.05,0.14,0.27,0.0,0.05,,,,,,22.19,30.05,50.83,23.55,21.55,2.0,Cutter,,,0.5518864470763666,-0.40918580754201744,-1.3990806028383407,0.5064133145374985,-1.1108376472295531,-0.09534827102853499,-0.6031726857681032
295,295,295,295,dramsey,Dean Ramsey,30,1.6,0.47,1.13,2.67,2.43,,0.37,0.1,0.0,0.0,1.17,0.0,10.6,88.23,15.3,72.93,0.03,,19.44,11.87,57.87,16.37,4.1,12.27,Defender,,,2.2482236718002104,1.0933687306910058,0.5080879808214872,-0.43262641747537967,1.8735390138886667,0.07900631936052688,0.7605923269814451
296,296,296,296,gmisleh,Gus Misleh,30,4.6,2.0,2.6,2.67,13.53,83.71,1.07,2.43,0.0,0.47,0.97,0.0,0.1,,,,,,18.41,26.67,35.5,18.9,15.43,3.47,Cutter,,,0.4056627616076234,-0.27467980917339996,2.084503827412307,1.2559202809370091,0.8185889632978292,0.3854643849311681,0.9710833156184363
297,297,297,297,kriechert,Kevin Riechert,15,3.0,1.8,1.2,2.67,9.27,90.26,0.0,1.0,0.0,0.07,0.73,0.0,0.0,,,,,,0.0,0.0,,10.27,4.8,5.47,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
298,298,298,298,rnam,Ryan Nam,15,3.2,1.73,1.47,2.67,16.93,92.7,1.0,1.13,0.07,0.2,0.8,0.07,0.27,,,,,,18.43,21.13,41.96,19.47,10.27,9.2,Defender,,,-0.1391979000635262,-0.6766996599642534,-0.5583384881852913,0.8142753770033561,-0.26982492771969413,0.048730895836202125,-0.1726469247164707
299,299,299,299,tryan,Tim Ryan,15,3.53,0.93,2.6,2.67,9.8,90.74,0.6,1.0,0.0,0.47,0.6,0.0,0.0,,,,,,6.04,7.47,49.11,12.67,10.4,2.27,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
300,300,300,300,gmarliave,Greg Marliave,38,2.74,1.03,1.71,2.66,6.87,92.23,0.66,0.55,0.05,0.05,0.53,0.0,0.87,,,,,,16.21,19.58,43.15,17.45,8.18,9.26,Defender,,,1.4370732833921491,0.37882938902228225,0.44685303208393906,0.06291360037341401,-1.1767655463618218,0.0231583189585343,-0.07204238122054665
301,301,301,301,kmaurer,Kaplan Maurer,35,3.31,1.66,1.66,2.66,17.97,93.74,1.4,1.03,0.0,0.11,0.49,0.03,0.11,317.2,139.1,178.1,0.5,,20.21,19.77,43.06,18.89,8.91,9.97,Cutter,73.0,160.0,-2.131645642767976,-0.8231096386810629,0.5352859652098361,0.9557810803114088,-0.6148459289924646,0.15516653786147788,0.013277869461929354
302,302,302,302,tmitchell,Terrence Mitchell,113,3.23,1.09,2.14,2.66,11.68,93.09,1.36,0.73,0.02,0.27,0.42,0.0,0.02,201.08,58.1,142.97,0.33,81.25,19.17,22.72,55.9,19.19,15.27,3.92,Cutter,69.0,130.0,2.977898725148051,1.4537815074363234,0.657561018437078,-1.1325272571846874,-0.2917584865558498,-0.0649823721380431,0.17176419553321604
303,303,303,303,bmarshall,Brian Marshall,23,2.22,0.61,1.61,2.65,6.09,93.96,0.74,0.39,0.04,0.26,1.09,0.0,1.61,,,,,,19.07,16.04,42.28,19.7,2.57,17.13,Defender,,,-0.3890871582873281,-0.05941313779436245,0.9979701448226217,-0.3019208909843549,-0.16902393732799342,0.06780080793000494,0.11690304467897776
304,304,304,304,jkenniv,Jake Kenniv,31,3.65,1.39,2.26,2.65,18.13,91.68,1.58,1.45,0.03,0.32,0.77,0.03,1.29,308.87,74.16,234.71,0.26,44.44,26.43,27.26,39.76,23.9,20.45,3.45,Cutter,,,0.7973487142308093,-0.44862789559863686,0.5197650219534694,-0.8655823959192345,0.6472884863264893,-0.013611419735307028,-0.036789195809478176
305,305,305,305,ebrydon,Evan Brydon,25,3.16,0.84,2.32,2.64,11.24,90.65,1.56,1.04,0.0,0.2,0.72,0.0,1.36,,,,,,18.72,23.0,49.04,20.56,13.44,7.12,Cutter,,,-0.1622314489329084,0.0837181416478387,0.7118967634037405,-1.0006964332439972,0.6785092924562869,-0.010281340074934642,0.11835694106596725
306,306,306,306,jrandolph,John Randolph,36,2.69,1.39,1.31,2.64,16.14,94.01,1.47,0.86,0.03,0.06,0.86,0.0,0.03,163.17,78.94,84.22,0.39,70.0,19.03,16.44,56.93,18.92,7.14,11.78,Defender,71.0,165.0,6.545658625516089,3.819240208844836,0.3786052954378351,0.5736385304828217,-0.40543578315252043,0.10346506686025543,1.091512062903243
307,307,307,307,tbrooks,Taylor Brooks,69,3.8,2.35,1.45,2.64,14.17,89.64,0.84,1.58,0.03,0.1,0.52,0.0,0.23,,,,,,14.93,20.41,46.45,18.04,15.46,2.58,Cutter,,,-1.144186561749701,-1.528901005119567,-1.550072516884236,1.5587900958469032,-0.4133212840984454,0.037645207674185145,-0.48337617756383633
308,308,308,308,jmarsh,Jack Marsh,16,5.5,3.13,2.38,2.63,16.94,84.69,1.0,2.94,0.0,0.56,0.63,0.0,0.5,,,,,,11.03,15.69,43.82,18.31,14.38,3.94,Cutter,,,-1.811795389845992,-1.5675168042961063,0.07730763338922272,0.4913343118501401,-0.9381101217724587,0.046919504046535505,-0.48424624520730053
309,309,309,309,ostonehou,Oscar Stonehouse,19,3.26,1.26,2.0,2.63,9.47,90.91,0.89,0.89,0.11,0.21,0.47,0.0,0.11,262.11,57.37,204.74,0.37,,23.49,21.95,44.12,21.0,14.42,6.58,Cutter,70.0,,-3.3406630803013417,-2.277576485766748,0.2649051153542084,-0.7683344771975391,-0.35060681222601625,-0.061366146245357994,-0.7829031649590237
310,310,310,310,mhickson,Michael Hickson,21,3.24,1.57,1.67,2.62,16.24,91.18,1.57,1.24,0.05,0.1,0.71,0.0,0.57,,,,,,19.5,23.86,51.1,20.24,15.14,5.1,Cutter,,,1.3690704283675896,0.8633368717397409,-0.9666758814904906,0.18191371426963868,1.1245445069066318,-0.013721770145020518,0.30077980285638023
311,311,311,311,rszeto,Ricky Szeto,26,2.65,0.23,2.42,2.62,2.5,,0.12,0.31,0.0,0.38,0.65,0.0,0.04,,,,,,5.46,5.65,48.3,13.15,2.19,10.96,Defender,,,1.7564834735034618,0.739093993604341,-0.2059568007057297,-1.284903181641954,-1.3901375499806972,-0.20219175843538073,-0.5354758846810099
312,312,312,312,bley,Bobby Ley,70,4.99,3.79,1.2,2.61,46.5,93.59,2.54,2.79,0.03,0.14,0.56,0.0,0.14,419.17,310.07,109.1,2.41,63.06,26.5,30.39,53.97,24.77,21.97,2.8,Handler,70.0,135.0,5.463023996042715,0.9708038131871521,-1.1752881363633727,3.210011722698586,0.7016185892458447,0.30418449557115496,0.9267864971920525
313,313,313,313,ncoolman,Noah Coolman,18,2.44,1.39,1.06,2.61,7.94,90.51,0.56,0.83,0.0,0.17,1.17,0.0,0.11,156.67,80.89,75.78,0.44,66.67,18.68,10.94,53.81,16.06,1.44,14.61,Defender,,,0.955658024358663,0.6246240394982151,0.11629237886894696,1.7159057599065157,1.56975777352662,0.2816672603066078,1.0066449879500745
314,314,314,314,jbrisbois,Joe Brisbois,10,2.4,1.1,1.3,2.6,3.4,,0.0,0.3,0.0,0.3,0.8,0.0,2.9,,,,,,0.0,0.0,,16.5,8.0,8.5,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
315,315,315,315,sheath,Shane Heath,10,3.4,1.8,1.6,2.6,11.5,92.74,0.8,0.9,0.0,0.1,0.2,0.0,0.0,213.3,83.6,129.7,0.3,,18.32,21.8,49.54,17.0,16.5,0.5,Cutter,71.0,170.0,-0.0258607120656159,-0.2972892940239662,-0.28913011023949536,0.4362952263531341,-0.03027408449608502,0.03836379413390816,-0.04509956560160313
