,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage,minutesPlayed,possessions,oEfficiency,pointsPlayed,oPointsPlayed,dPointsPlayed,position,height,weight,Rating,oeff_rating,goal_rating,assist_rating,block_rating,mean_rating,composite_rating
0,0,0,0,tdegirola,Tyler DeGirolamo,29,8.52,4.93,3.59,7.62,24.03,93.18,2.62,1.41,0.0,0.55,1.07,0.0,0.07,,,,,,23.12,31.41,54.12,25.72,19.41,6.31,Cutter,,,4.356072934652198,1.949871188629562,1.7913087940193104,4.060234530385719,1.4466814154559882,0.7065698139592252,2.312023982122645
1,1,1,1,jkorber,John Korber,12,7.25,1.58,5.67,7.17,2.92,,0.0,0.5,0.0,0.25,0.67,0.0,0.0,,,,,,0.0,0.0,,22.17,13.17,9.0,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
2,2,2,2,jhron,James Hron,23,6.48,2.39,4.09,7.09,14.7,95.21,0.65,0.61,0.04,0.39,1.61,0.0,0.13,,,,,,12.81,15.65,48.33,22.83,16.87,5.96,Defender,,,2.0342774232898697,0.18614132379836631,1.4489676590527987,0.762556757006725,1.1633860379034586,0.28087281689039073,0.8902629444403372
3,3,3,3,lmarx,Leandro Marx,14,8.79,4.71,4.07,6.64,28.86,90.58,3.14,2.36,0.07,0.43,0.64,0.0,1.71,617.21,189.79,427.43,1.57,73.33,31.09,36.57,46.88,30.14,27.21,2.93,Cutter,,,1.7492001185727566,0.29267289223240545,2.4998620615501164,3.2722530132143173,-0.7264313781625176,0.6042834126084372,1.3345891472085802
4,4,4,4,mfreystae,Mischa Freystaetter,64,6.41,2.45,3.95,6.02,17.11,93.83,2.27,0.86,0.02,0.47,0.94,0.0,0.02,282.0,86.5,195.5,0.0,,24.26,27.33,53.46,25.05,16.66,8.39,Cutter,79.0,205.0,1.5088037863292867,0.43919709544105445,3.5570349871159266,1.0076320031947272,1.0752427736775876,0.5032020984378015,1.5197767148573238
5,5,5,5,rosgar,Ryan Osgar,65,7.14,4.65,2.49,5.97,26.14,94.76,2.31,1.31,0.03,0.25,0.38,0.0,0.0,499.0,229.21,269.79,1.72,81.71,22.45,27.38,57.75,21.68,20.48,1.2,Cutter,73.0,170.0,3.5002091410202443,0.9696791452130208,0.5832838490760103,5.532692139114217,-0.6706355676595384,0.6902320660333308,1.6037548914359276
6,6,6,6,qbonnaud,Quentin Bonnaud,42,6.1,1.5,4.6,5.9,14.52,93.27,1.69,0.81,0.0,0.33,0.95,0.0,0.0,291.4,52.2,239.2,0.4,,22.2,28.36,46.43,22.21,18.64,3.57,Cutter,69.0,160.0,1.0110096148937386,-0.0572633142402869,6.234808074285176,-0.9865383109841733,1.5561590024805176,0.538309053124982,1.6867913628853084
7,7,7,7,jkerr,Jordan Kerr,37,6.86,4.32,2.54,5.89,24.38,93.28,1.92,1.41,0.0,0.22,0.65,0.0,0.03,432.73,212.89,219.84,0.84,83.78,23.25,27.22,57.0,23.51,21.46,2.05,Cutter,,,1.7149197294647136,-0.07633995348347622,0.5048710024631261,4.291240527888635,0.7222889633111034,0.5876771271146886,1.3605151350448472
8,8,8,8,rillian,Ray Illian,11,5.55,2.18,3.36,5.73,10.91,91.6,1.18,0.73,0.0,0.55,1.45,0.0,0.18,,,,,,20.81,27.45,55.3,23.27,15.91,7.36,Defender,,,3.3660549590547784,1.0999433760845179,1.7125117525774798,0.39812261556749584,0.917048000610656,0.25438315560628755,1.0319064362100374
9,9,9,9,bjagt,Ben Jagt,105,6.12,2.87,3.26,5.7,14.24,89.63,1.48,1.46,0.02,0.33,1.36,0.02,3.09,349.93,88.02,261.9,0.49,54.05,24.88,25.11,52.56,24.36,13.21,11.15,Defender,78.0,188.0,3.824980601823024,0.40307591149294386,3.8313385899250543,2.5826710494094947,2.395471029237334,0.7587446709429359,2.303139145016207
10,10,10,10,shiggins,Simon Higgins,32,6.38,2.5,3.88,5.59,14.19,89.55,1.88,1.38,0.0,0.25,0.84,0.0,0.72,,,,,,23.43,30.91,52.48,25.03,18.41,6.63,Cutter,,,2.887910911023149,0.8159016948830917,3.3183564451645906,0.9939952967017448,0.22685095204453848,0.44933975552634603,1.3387760971984914
11,11,11,11,mrehder,Matthew Rehder,28,5.46,2.14,3.32,5.57,14.46,88.62,1.46,1.43,0.04,0.29,1.82,0.0,2.71,406.0,129.5,276.5,1.0,,25.68,31.39,51.31,26.32,19.18,7.14,Defender,76.0,205.0,4.333207385893764,0.6128044892520083,2.3263924385656125,0.30165161410204894,4.452358745387358,0.42542993366764154,1.923301821826757
12,12,12,12,dfenton,Derek Fenton,23,7.04,3.65,3.39,5.48,10.74,86.36,1.13,1.48,0.04,0.52,0.43,0.0,1.04,,,,,,19.49,27.7,48.04,24.43,15.78,8.65,Cutter,,,1.7166509865942856,0.43320753706613835,2.472827105786866,3.231339649896584,-1.5201035348383365,0.5689518155471153,1.1543176894778129
13,13,13,13,jschlache,Joel Schlachet,17,6.71,2.29,4.41,5.47,24.71,94.38,2.76,1.41,0.0,0.47,0.65,0.0,0.0,,,,,,20.86,29.18,53.83,24.0,18.35,5.65,Cutter,,,1.9709473335346053,0.8128209124875357,3.968160375661519,0.40173905554121775,-0.016722321597280026,0.43252218650642305,1.291499505523248
14,14,14,14,mlloyd,Mark Lloyd,50,5.36,2.42,2.94,5.46,17.62,90.45,1.32,1.54,0.0,0.14,1.78,0.0,5.16,,,,,,17.2,19.12,49.58,21.46,10.2,11.26,Defender,74.0,,3.71638901674739,1.1834267226800002,1.1582486201784463,1.4129782789769927,2.0405425333222507,0.3603912588556262,1.4487990387894225
15,15,15,15,anelson,AJ Nelson,48,5.69,1.46,4.23,5.44,23.06,94.37,1.15,1.02,0.02,0.33,1.1,0.0,0.02,,,,,,15.36,19.67,41.95,22.17,15.33,6.83,Defender,,,1.4021700362003238,-0.7658054659860496,3.6598833883658863,-0.9099302682155362,0.25490560128565937,0.2607012614948492,0.55976331386249
16,16,16,16,mburton,Mark Burton,51,8.16,5.53,2.63,5.41,29.98,90.1,2.08,2.8,0.02,0.24,0.29,0.0,0.0,308.63,187.75,120.88,0.38,23.08,23.88,32.0,49.2,25.12,22.25,2.86,Handler,71.0,180.0,2.7706911405853965,-0.18489782127410037,2.1069196877351892,6.281153131957056,-1.2121716320771012,0.9005168052239197,1.747750841585261
17,17,17,17,qsnider,Quinn Snider,24,5.04,0.83,4.21,5.17,10.67,95.52,1.21,0.42,0.04,0.08,0.63,0.0,0.0,257.26,43.95,213.32,0.11,,20.85,24.38,53.33,20.17,16.58,3.58,Cutter,74.0,175.0,0.9654500256717328,0.13170504407270514,5.295828849280941,-1.773457011962939,0.22081731799420007,0.31184377414158004,0.9687235498462268
18,18,18,18,kcoulter,Kevin Coulter,14,7.64,3.93,3.71,5.0,22.07,86.31,1.0,3.21,0.0,0.57,1.14,0.0,3.29,,,,,,27.55,31.79,37.75,26.43,19.36,7.07,Cutter,,,2.0809613795765736,0.684713098352479,2.6030384137868405,3.5291060157768763,0.5691002708899607,0.6895877623220876,1.8464894497015392
19,19,19,19,jmartin,Jonathan Martin,44,4.43,1.8,2.64,4.95,6.95,87.93,0.7,0.82,0.02,0.23,1.57,0.0,3.73,,,,,,19.24,20.2,48.03,20.8,4.91,15.89,Defender,73.0,,4.383052962288514,2.415486256011504,3.3986027551915488,1.5351622472057214,2.206678204707692,0.5897644069475182,2.3889823657791167
20,20,20,20,pgraffy,Peter Graffy,78,4.21,2.24,1.96,4.95,14.86,89.57,1.58,1.29,0.05,0.12,2.15,0.0,13.35,170.17,88.5,81.67,0.17,,25.63,23.82,47.36,24.56,6.09,18.47,Defender,74.0,185.0,2.401163492945965,0.7243631612220139,0.8601189476567777,1.511646367299606,3.5325377733847043,0.39674357182779013,1.6571665623907754
21,21,21,21,smurray,Sean Murray,16,4.38,1.69,2.69,4.88,5.81,86.92,0.0,0.88,0.0,0.06,1.44,0.0,0.0,,,,,,0.0,0.0,,11.31,5.38,5.94,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
22,22,22,22,qfiner,Quinn Finer,27,5.67,2.63,3.04,4.85,26.85,96.15,2.48,0.85,0.0,0.26,0.3,0.0,0.0,467.74,195.26,272.48,1.56,79.25,24.92,27.15,59.62,22.96,21.3,1.67,Cutter,,,0.2499730455764674,-0.6652457117808825,1.3098009448707684,0.6179051584061398,-0.38470418119527794,0.19633721465407705,0.21943905257518695
23,23,23,23,eswiatek,Evan Swiatek,36,5.78,2.06,3.72,4.81,21.08,93.36,1.89,1.19,0.03,0.36,0.58,0.0,0.0,390.56,119.75,270.81,0.58,70.0,25.0,27.03,53.24,23.22,18.83,4.39,Cutter,70.0,145.0,0.8733935168085915,-0.5306670159340074,3.455368474255102,-0.1112957061688615,0.3349367108907336,0.3373505363047351,0.7870856157607418
24,24,24,24,cbrock,Cameron Brock,146,6.05,1.88,4.17,4.75,14.66,90.83,1.28,1.32,0.01,0.33,0.35,0.0,0.04,375.86,104.75,271.11,0.11,,18.73,23.79,52.15,21.9,18.85,3.05,Cutter,71.0,172.0,2.296043141629862,-0.46833902786547676,4.257006871774151,-0.42817770879934086,-1.676123008611079,0.304301654571014,0.4210917816245636
25,25,25,25,wfrankenb,Walker Frankenberg,12,5.42,1.92,3.5,4.75,24.25,95.72,2.42,0.75,0.0,0.08,0.17,0.0,0.0,396.5,152.08,244.42,0.25,,22.46,28.08,53.71,22.5,21.75,0.75,Cutter,72.0,180.0,0.1973089651525414,-0.13942187937011513,1.5675667206679562,-0.24071834925008792,-0.39563068792474243,0.12012424898587946,0.19794895103075266
26,26,26,26,dfreechil,Dylan Freechild,23,5.52,3.22,2.3,4.74,25.0,94.73,2.52,1.17,0.13,0.3,0.7,0.0,6.35,,,,,,23.76,27.39,54.76,25.83,12.78,13.04,Cutter,,,3.332508059096842,1.8460951314365355,0.5006611504399666,2.190082623097126,-1.1915639445922597,0.2751718009194286,0.836318740095342
27,27,27,27,jfroude,Jay Froude,95,4.59,1.97,2.62,4.72,13.46,91.16,1.49,1.06,0.01,0.22,1.41,0.02,0.86,319.53,86.34,233.19,0.41,61.9,22.46,25.86,49.9,22.33,13.89,8.43,Defender,74.0,180.0,2.724035790313498,-0.08727423272105198,2.0420273119003753,0.6380419364899691,3.23542254990675,0.39500457312402304,1.4570543913940106
28,28,28,28,smcdougal,Sean McDougall,103,4.75,1.92,2.83,4.71,11.87,92.3,1.3,0.87,0.0,0.3,1.14,0.01,0.02,335.5,93.53,241.97,0.63,64.86,21.59,23.85,50.31,21.65,14.68,6.97,Cutter,72.0,165.0,0.602698777889066,0.053709544599588675,2.7477305769622418,0.5230982167844834,3.519995164117776,0.4576101083273085,1.7111333756160225
29,29,29,29,gchatha,Gagan Chatha,25,5.76,2.6,3.16,4.68,17.2,89.77,1.68,1.4,0.04,0.52,0.84,0.0,0.72,,,,,,23.49,29.52,49.32,26.92,18.12,8.8,Cutter,,,1.3494292306194202,0.4048809620901182,1.387841361402452,0.9377304404739576,-0.09431957500990508,0.25110236001254754,0.6590332972391557
30,30,30,30,spoitteso,Sacha Poitte-Sokolsky,24,5.58,1.75,3.83,4.67,19.63,94.39,1.79,1.04,0.0,0.38,0.5,0.0,0.0,394.0,90.5,303.5,0.33,,24.04,27.83,53.89,21.0,19.83,1.17,Cutter,,,3.3307007600126064,1.004694984378631,3.8128485165688457,-0.2720926608361696,1.596569093271074,0.39661684886684156,1.5355049833455954
31,31,31,31,bschoenro,Brian Schoenrock,59,3.69,1.32,2.37,4.58,9.81,92.94,1.07,0.61,0.02,0.37,1.86,0.0,0.02,,,,,,19.15,20.44,37.31,21.71,7.2,14.51,Defender,,,-1.1083930662040928,-1.4221093881954687,1.6250454074886769,0.14343343368242373,1.8338924011605608,0.24897566938639995,0.5450654635340482
32,32,32,32,kseiler,Kevin Seiler,26,5.19,3.5,1.69,4.54,21.85,94.2,0.96,0.96,0.0,0.5,0.81,0.0,0.35,,,,,,8.79,11.73,51.8,19.96,17.0,2.96,Cutter,,,1.7022707758297944,0.45820834910763936,-0.5887766778720308,2.179668717630597,0.05028574076721423,0.21607137793561693,0.524846532408355
33,33,33,33,charris,Cameron Harris,108,5.65,3.12,2.53,4.52,18.84,89.61,1.67,1.83,0.01,0.36,1.06,0.0,1.22,516.78,297.11,219.67,2.67,82.76,19.61,25.31,50.51,21.86,16.26,5.6,Cutter,74.0,,2.203236513752399,0.045776056936132604,0.43112672879342134,2.439252896066169,1.919093546215629,0.4075883183658653,1.208812307002838
34,34,34,34,tdunn,Travis Dunn,97,5.68,3.35,2.33,4.47,23.18,92.51,2.25,1.57,0.02,0.23,0.59,0.0,0.04,474.82,193.56,281.26,1.38,73.44,24.54,27.29,50.74,24.49,17.32,7.18,Cutter,74.0,170.0,0.2523500773523243,-1.26598124989834,0.669883744399786,3.6349155837565235,-0.6733600451821065,0.477407080504265,0.5913645082689658
35,35,35,35,msmith,Matt Smith,112,4.77,1.54,3.23,4.46,18.1,96.2,1.91,0.54,0.03,0.23,0.47,0.01,0.01,313.09,93.63,219.47,0.13,,19.15,22.43,57.88,20.06,16.63,3.43,Cutter,67.0,,4.617033010707087,1.976868545584603,3.8825488560677845,-0.513674956231185,-0.3618981629220809,0.3058130549410498,1.2459610706247803
36,36,36,36,sham,Sean Ham,64,4.78,0.92,3.86,4.45,13.09,95.55,1.34,0.56,0.0,0.16,0.39,0.0,0.02,,,,,,21.21,27.86,53.62,22.73,18.56,4.17,Cutter,70.0,175.0,3.635286588367762,1.479078486801807,4.851921971771808,-2.215715317982836,-0.8012580424276233,0.18279950781065715,0.8285067745407889
37,37,37,37,aarsenaul1,Alec Arsenault,71,4.83,1.55,3.28,4.44,12.54,89.63,1.56,1.07,0.03,0.42,1.1,0.0,0.0,400.89,128.17,272.72,0.5,75.0,21.28,26.69,46.17,22.32,16.48,5.85,Cutter,72.0,175.0,0.1575233725309099,-0.6470045812987687,3.2864039440177195,-0.2800486538849152,2.925103411905208,0.39345829795026804,1.3211135301848111
38,38,38,38,dclark,Donnie Clark,32,4.78,1.41,3.38,4.44,5.78,84.86,0.78,0.84,0.03,0.47,0.97,0.0,0.19,,,,,,20.79,24.56,48.98,23.22,12.16,11.06,Defender,,,4.044972938460601,1.5233403536553016,3.6320862994232637,-0.40032900287486717,-0.480689700743098,0.2914066299567632,1.06860198736515
39,39,39,39,nvickroy,Nathan Vickroy,42,5.88,3.29,2.6,4.43,18.52,88.91,1.57,2.07,0.05,0.24,0.86,0.0,0.86,,,,,,24.05,28.74,51.28,24.52,18.6,5.93,Cutter,72.0,150.0,2.460092536688633,1.0112008793464526,0.5461283915514658,2.9846980415203257,0.4580523237253431,0.43016940140209964,1.2500199090358968
40,40,40,40,jbabbitt,Jeff Babbitt,94,3.19,0.36,2.83,4.38,9.63,96.17,0.82,0.33,0.01,0.07,1.6,0.0,0.16,191.07,11.76,179.31,0.05,,22.76,19.33,50.8,21.77,9.18,12.59,Defender,74.0,225.0,1.809219828076252,0.05525942547056079,4.282900338977977,-2.906352985707883,3.889234142675098,0.21502880463532525,1.3302602303539381
41,41,41,41,zsabin,Zach Sabin,19,4.26,1.68,2.58,4.37,11.53,92.8,1.58,0.79,0.0,0.32,1.21,0.0,1.21,,,,,,21.33,25.21,49.9,23.11,14.74,8.37,Defender,76.0,200.0,2.172751769422804,0.6575240941489846,1.422273632450616,-0.22692139894712157,1.5115354975838247,0.17554935419866444,0.8411029563090759
42,42,42,42,hfisher,Henry Fisher,36,4.67,1.47,3.19,4.36,16.06,96.82,1.92,0.44,0.03,0.11,0.25,0.0,0.03,311.07,77.41,233.67,0.63,77.27,20.73,23.92,61.67,20.25,18.25,2.0,Cutter,78.0,173.0,3.218510056591379,0.9158182859103987,2.6953985090823966,-0.6531074241869478,-0.7297857664043986,0.16569014358647102,0.5570809011003622
43,43,43,43,rgross,Rick Gross,117,4.38,1.75,2.63,4.36,15.82,93.44,1.46,0.9,0.03,0.28,1.15,0.0,0.03,369.06,166.38,202.68,0.53,78.26,22.93,25.72,49.95,22.52,15.56,6.97,Defender,73.0,170.0,3.5069956965027047,-0.22938768946715604,1.8253902474188066,0.127862759594979,1.8087147033964308,0.2649897055027976,0.8831450052357651
44,44,44,44,cdenecour,Caleb Denecour,25,4.92,1.0,3.92,4.32,13.08,93.7,1.8,0.68,0.0,0.4,0.48,0.0,0.0,,,,,,19.91,29.6,47.57,21.04,17.72,3.32,Cutter,,,0.9323560960881871,0.3531515266365734,2.0690938094561253,-0.8070945340860415,0.21073932599535372,0.12250049608543327,0.45647253200050275
45,45,45,45,jjimenez,Joc Jimenez,13,4.54,1.31,3.23,4.31,10.15,91.67,1.46,0.69,0.0,0.23,0.69,0.0,0.15,,,,,,19.01,21.77,58.66,20.77,14.54,6.23,Cutter,73.0,,2.0327946878626912,1.0494286997097042,1.8961782036677968,-0.4720987992554398,0.33278879051558447,0.14963907025224826,0.7015742236594114
46,46,46,46,jhuston,Jordan Huston,33,4.76,0.85,3.91,4.3,14.85,95.33,1.21,0.58,0.03,0.21,0.33,0.0,0.0,,,,,,23.64,27.67,51.48,22.12,18.3,3.82,Cutter,69.0,165.0,1.7773522674453373,0.7605201088903045,3.1606088233109,-1.8092664468687436,-0.8757620996508365,0.06946352088856998,0.3090250964204061
47,47,47,47,speterson,Stanley Peterson,21,4.19,1.62,2.57,4.29,11.05,93.17,1.33,0.71,0.05,0.19,1.0,0.05,0.0,,,,,,20.77,26.14,53.19,22.05,13.76,8.29,Defender,,,4.547696526170948,1.8480097071785293,1.4931743065353889,-0.03958958487597171,0.3974454532290994,0.16460191094523513,0.9247599705167615
48,48,48,48,jlangdon,Jeremy Langdon,36,4.67,1.97,2.69,4.28,13.81,92.21,1.47,1.0,0.06,0.19,0.81,0.0,1.0,209.07,79.07,130.0,0.29,,21.12,21.78,53.83,21.0,10.78,10.22,Defender,,,5.131415371190643,2.4999565470697993,2.7497353875934785,1.6646747424958634,0.21222332795828908,0.47374227149116727,1.7816475012793576
49,49,49,49,jlewis,James Lewis,29,4.66,1.52,3.14,4.28,16.24,92.53,1.34,1.17,0.0,0.17,0.97,0.03,0.07,369.86,109.93,259.93,0.69,64.52,23.48,25.31,49.73,22.66,18.48,4.17,Cutter,76.0,,-2.7740196938244,-2.3962305096939747,1.6082306841118523,-1.001853316680119,1.6697448007574243,0.10834299880932691,-0.030027085376204243
50,50,50,50,tradcliff,Tom Radcliffe,34,5.5,2.88,2.62,4.26,19.79,91.19,1.71,1.59,0.03,0.53,0.88,0.0,0.06,,,,,,23.42,33.29,43.55,25.09,21.71,3.38,Cutter,,,2.7184840893282707,0.5068771895084929,0.7591732217337404,1.545886458735782,1.2901844241146438,0.31206084108660986,1.0255303235231648
51,51,51,51,msheppard,Max Sheppard,93,6.02,3.14,2.88,4.23,18.47,88.37,1.25,2.1,0.04,0.4,0.7,0.01,3.34,427.58,162.03,265.56,2.31,67.48,23.92,27.4,48.74,23.7,16.77,6.92,Cutter,68.0,145.0,0.5895497506821964,-0.43496339852200055,2.0579472658971216,2.3718565290442393,-0.16791633620738036,0.47797035986272246,0.956731015052995
52,52,52,52,jmickle,Jimmy Mickle,41,6.37,4.17,2.2,4.22,30.05,89.53,2.98,2.9,0.17,0.29,1.05,0.0,4.88,,,,,,28.8,36.44,50.74,29.61,21.27,8.34,Cutter,,,2.570852727817535,0.30966627013924675,-0.9205425383133087,3.1500094452186094,0.27190480638708314,0.3058156760956232,0.7027594958579076
53,53,53,53,bkittredg,Beau Kittredge,80,4.15,1.6,2.55,4.21,20.5,94.2,2.1,1.1,0.01,0.2,1.36,0.01,0.26,,,,,,22.98,26.93,51.02,23.8,15.0,8.8,Cutter,,205.0,2.3858347850940893,1.0567611234202843,1.3640661036208668,-0.7954053832441406,3.3570679279903684,0.1691796065427844,1.2456224429468448
54,54,54,54,pjanas,Pawel Janas,82,6.52,5.57,0.95,4.21,55.99,94.43,3.34,2.38,0.02,0.27,0.33,0.0,1.38,557.39,393.05,164.34,1.02,60.87,26.35,30.55,52.89,24.82,21.88,2.94,Handler,70.0,170.0,4.644378949018382,0.5440403558225871,-1.8580199905327868,7.074102162907785,-0.7735001207699675,0.6378926168370864,1.2466556018569044
55,55,55,55,kelsalaam,Khalif El-Salaam,41,4.66,3.05,1.61,4.17,16.8,92.11,1.51,1.27,0.0,0.27,1.05,0.02,7.51,293.11,151.53,141.58,1.37,76.47,26.06,22.71,46.4,26.59,10.41,16.17,Defender,,180.0,0.5417414060579454,-0.8795400397621654,-0.14209087678705873,2.995098109293795,-0.9306150149445326,0.3180180384864433,0.26071304445000953
56,56,56,56,nvogt,Nick Vogt,13,3.62,0.92,2.69,4.15,11.62,96.18,1.31,0.31,0.0,0.08,0.92,0.08,0.0,221.08,24.69,196.38,0.15,,19.1,21.23,58.7,18.54,16.08,2.46,Defender,,,2.636026999419652,0.6440161523440557,1.3670532077057218,-0.8253110109473547,0.6321829929283248,0.06969117459756714,0.4544853355076869
57,57,57,57,sarmitage,Steve Armitage,59,4.24,0.98,3.25,4.14,6.39,91.73,0.66,0.49,0.0,0.37,0.76,0.0,0.07,,,,,,12.91,17.81,52.05,17.37,11.39,5.98,Defender,,,5.975264764043547,2.2045536237190384,4.093184983190482,-0.7531571062581552,-1.2121753341436732,0.2675788320528903,1.0831015416269232
58,58,58,58,jhelton,Jonathan Helton,119,5.51,3.28,2.24,4.13,21.45,89.86,1.41,2.29,0.03,0.38,1.28,0.0,3.82,375.82,214.27,161.55,1.45,64.0,17.59,21.4,50.92,23.09,16.22,6.87,Cutter,72.0,205.0,1.695719062979708,-0.5574107635560596,0.3230960011885214,3.0256772027661287,0.6125909328763731,0.4195635751552136,0.8509883433187408
59,59,59,59,jrainwate,Jake Rainwater,16,4.75,1.69,3.06,4.13,9.13,88.48,0.0,1.19,0.0,0.63,1.19,0.0,0.0,,,,,,0.0,0.0,,12.69,7.5,5.19,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
60,60,60,60,jwhite2,Joe White,10,5.8,3.5,2.3,4.1,23.7,91.86,1.9,1.7,0.0,0.3,0.3,0.0,5.7,416.2,183.1,233.1,0.8,57.14,25.14,18.9,56.61,20.9,11.1,9.8,Cutter,74.0,170.0,0.6658600893886685,0.23725168799067983,1.237663627314535,3.4069044983499186,-1.280160969517752,0.482474227251682,0.9004147110343454
61,61,61,61,jmerrill,Joe Merrill,33,3.7,0.67,3.03,4.09,8.12,96.06,1.0,0.24,0.0,0.18,0.82,0.0,0.0,209.15,28.61,180.55,0.18,,20.03,19.55,57.21,18.42,12.79,5.64,Defender,,,3.5768241486184134,1.1847390680786323,3.1795223557927286,-1.015675890054074,0.7611249195329634,0.22141151622100033,1.0274276133375626
62,62,62,62,klaurence,Keenan Laurence,43,4.37,2.09,2.28,4.09,12.49,92.11,1.16,0.88,0.0,0.19,0.79,0.0,0.0,352.53,119.38,233.16,1.06,66.67,20.93,23.26,50.0,21.91,16.72,5.19,Cutter,,,-1.1101202861487869,-1.1684009665113968,0.7179615959234735,0.7948056721152247,1.7731172325500748,0.2378830361599418,0.529370883519344
63,63,63,63,kgibson,Kurt Gibson,48,5.71,3.48,2.23,4.06,33.92,93.35,2.69,2.0,0.15,0.33,0.69,0.0,3.04,237.5,164.0,73.5,1.0,54.55,25.49,27.79,50.82,25.33,14.54,10.79,Cutter,74.0,170.0,3.191232678228078,1.4100000790027079,0.34012310656120287,3.8181568132519246,-1.6858084312405937,0.43214702672490685,0.9706178918938105
64,64,64,64,kunderhil,Kevin Underhill,18,5.56,3.33,2.22,4.06,43.22,93.62,3.33,2.22,0.22,0.06,0.78,0.0,1.61,,,,,,25.13,32.72,50.59,27.83,21.06,6.78,Cutter,,,2.508396441555635,0.8458111645936438,-0.12788061421320462,1.4351065377369687,-1.061875070033577,0.13319215331056464,0.2727905045209577
65,65,65,65,ejaime,Elijah Jaime,56,4.18,0.82,3.36,4.04,9.09,95.14,1.11,0.38,0.0,0.21,0.45,0.0,0.04,199.72,28.0,171.72,0.14,,19.76,21.36,58.11,18.77,15.77,3.0,Cutter,,,3.930416216344249,2.1408073167475714,4.317698242635137,-1.4902992761735758,0.6481806154160609,0.26851915811028104,1.4040967246562983
66,66,66,66,aatkins,Alex Atkins,18,4.78,2.5,2.28,4.0,38.56,95.46,2.28,1.56,0.0,0.17,0.94,0.0,1.39,455.28,280.06,175.22,1.83,76.74,24.62,25.78,57.97,22.61,20.22,2.39,Cutter,,,-0.1928475088210842,-0.8287966198018856,-0.005136544834987455,0.5244012888580029,1.8902325148405479,0.14300902098158016,0.3951751597654194
67,67,67,67,cboxley,Christian Boxley,30,4.53,1.33,3.2,4.0,19.3,96.02,2.2,0.73,0.03,0.03,0.23,0.03,0.0,298.46,74.25,224.21,0.0,,21.17,22.6,61.8,19.73,17.67,2.07,Cutter,70.0,150.0,2.6469417025355644,1.020080035012851,3.0046245218787915,-1.0652049809970012,-0.8981761816457214,0.14067636473001593,0.5153308485622298
68,68,68,68,gcohen,Greg Cohen,57,3.89,1.56,2.33,4.0,6.88,85.78,0.77,1.04,0.0,0.18,1.32,0.0,5.81,81.0,50.5,30.5,0.5,,21.74,20.91,41.44,21.96,6.42,15.54,Defender,73.0,185.0,-0.5470581776247914,-0.8996990935754574,2.229728771212967,0.8531161266683518,1.4725508972150185,0.37527059285161,0.9139241753802201
69,69,69,69,mmcdonnel,Rowan McDonnell,92,5.14,2.97,2.17,4.0,29.34,92.94,2.16,1.82,0.03,0.15,0.83,0.01,3.29,331.83,209.33,122.5,0.9,55.38,23.85,24.72,52.99,23.37,14.46,8.91,Cutter,72.0,170.0,0.6134493203856406,-0.24231250812587504,0.6826252649917647,2.737002269596467,0.5082991126083448,0.4158749761995357,0.9214035347676753
70,70,70,70,mthorne,Max Thorne,27,5.26,2.81,2.44,4.0,27.63,94.43,2.3,1.44,0.0,0.19,0.37,0.0,0.0,322.42,163.67,158.75,0.92,84.62,23.0,28.26,52.29,21.59,19.41,2.19,Cutter,,,1.5175827061175249,-0.16052819484480665,0.71225618478971,0.9567105454596306,-0.38763305623665684,0.17983548805497418,0.2802013697919693
71,71,71,71,jfairfax,Jacob Fairfax,91,3.95,1.33,2.62,3.98,13.03,94.96,1.18,0.62,0.04,0.21,0.86,0.0,0.31,329.85,94.27,235.59,0.8,62.26,21.84,25.4,55.3,22.03,17.77,4.26,Cutter,74.0,170.0,1.323178582308122,-0.38876960414019657,1.478241985640077,-1.4773704677246877,1.8459607357866783,0.0470972898911389,0.36451566239046773
72,72,72,72,ajuengst,Anders Juengst,31,4.84,1.68,3.16,3.97,24.03,95.51,1.74,0.94,0.0,0.16,0.23,0.03,0.0,297.52,120.94,176.58,0.42,59.09,21.76,24.06,61.93,19.87,19.26,0.61,Cutter,66.0,145.0,2.6468790431335125,0.4950844423813384,2.579609667339887,0.028085834285951624,-0.19127889567141446,0.25316373283848215,0.7278752620839407
73,73,73,73,kplew,Keenan Plew,115,5.6,3.11,2.49,3.97,31.17,94.97,1.85,1.56,0.01,0.36,0.28,0.01,0.04,,,,,,17.59,23.1,49.96,21.12,18.05,3.07,Cutter,66.0,135.0,1.7404209256992322,-0.2582747463402244,-0.45941141101879335,2.3343084383240007,-1.9340310647457726,0.1760308194852063,-0.07935219594519743
