,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,teams,year,pointsPlayed,oPointsPlayed,dPointsPlayed,minutesPlayed,possessions,oEfficiency,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage,height,weight,predicted position,player_id,oscorerate,dscorerate,o_point_on_off_rating,d_point_on_off_rating,total_on_off_rating,Rating,oeff_rating,goal_rating,assist_rating,block_rating,mean_rating,composite_rating
349,349,349,349,349,349,thorvath,Thomas Horvath,2,1.0,0.0,1.0,1.5,1.5,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,ROC,2013,13.5,1.5,12.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
350,350,350,350,350,350,jwilson,Joshua Wilson,19,1.26,0.89,0.37,1.47,7.63,91.77,0.0,0.63,0.05,0.16,1.0,0.0,0.84,MAD,2013,13.05,2.32,10.74,,,,,,,,,73.0,195.0,Handler,,,,,,,-1.3377597800772512,-0.6630526841277908,-0.009705113370002837,0.34350827873518136,0.8303494385962169,0.08408166606131585,0.12527497995840114
351,351,351,351,351,351,lvantreas,Logan Vantrease,9,1.22,0.78,0.44,1.44,9.89,90.82,0.0,1.0,0.0,0.22,1.44,0.0,5.22,DET,2013,12.78,5.11,7.67,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
352,352,352,352,352,352,mjones,Michael Jones,18,1.44,1.0,0.44,1.44,16.11,95.71,0.0,0.72,0.0,0.22,0.94,0.0,2.56,TOR,2013,18.94,7.06,11.89,,,,,,,,,74.0,,Handler,,,,,,,1.660949385373037,1.1930708086791022,-0.597989543018914,-0.459180398085076,-0.01378331629736987,-0.09410035845074693,0.030529387819435573
353,353,353,353,353,353,nmostaghi,Nima Mostaghim,9,1.33,0.89,0.44,1.44,4.22,92.68,0.0,0.33,0.0,0.44,0.89,0.0,0.78,TOR,2013,11.56,3.67,7.89,,,,,,,,,,,Defender,,,,,,,1.0879295197905603,0.5100683805140489,-0.9198047174651887,0.3046510654524996,-1.1351477054095427,-0.0749114592872744,-0.3100582442270457
354,354,354,354,354,354,bsage,Ben Sage,14,2.0,0.86,1.14,1.43,11.79,93.22,0.0,0.86,0.0,0.43,0.71,0.0,0.07,CIN,2013,15.14,9.14,6.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
355,355,355,355,355,355,megan,Michael Egan,14,1.21,0.36,0.86,1.43,3.0,84.0,0.0,0.57,0.0,0.36,1.14,0.0,0.0,CHI,2013,11.43,0.86,10.57,,,,,,,,,74.0,165.0,Defender,,,,,,,-1.3221356268063151,-0.05264066631328331,-0.37825296936618286,0.3496230603932915,-0.8589891970122924,-0.009330451374657336,-0.23506494307461676
356,356,356,356,356,356,sxu,Scott Xu,7,2.86,1.86,1.0,1.43,30.43,94.25,0.0,1.86,0.0,0.71,1.14,0.0,1.29,NJH,2013,19.86,10.0,9.86,,,,,,,,,68.0,160.0,Handler,,,,,,,-0.5362997681137626,-0.8845139677912778,0.31021725565857083,0.4241431741210159,0.12993002043711527,0.09859968641747703,-0.00505587939364395
357,357,357,357,357,357,dhortemil,David Hortemiller,13,1.54,0.62,0.92,1.38,3.77,94.23,0.0,0.23,0.0,0.46,0.54,0.0,0.0,IND,2013,13.69,4.85,8.85,,,,,,,,,,,Defender,,,,,,,-0.0004244662810519,-0.23510132857473062,1.4083214503008201,-0.7481579552662404,-0.6263399143317939,0.038051824358214664,-0.050319436967986186
358,358,358,358,358,358,kcalello,Kenny Calello,8,2.13,1.5,0.63,1.38,15.0,93.02,0.0,1.13,0.0,0.13,0.5,0.0,0.0,NJH,2013,14.13,8.88,5.25,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
359,359,359,359,359,359,kporter,Ken Porter,8,1.25,0.75,0.5,1.38,6.75,94.74,0.0,0.38,0.0,0.38,0.88,0.0,0.25,DET,2013,10.0,3.75,6.25,,,,,,,,,,,Handler,,,,,,,-2.054227911959193,-1.3775094653208433,0.143611583583141,-0.22535822999640093,0.7139784075271458,0.028100515446833035,-0.18631942605173935
360,360,360,360,360,360,bbarnes,Bill Barnes,11,1.36,0.45,0.91,1.36,3.91,93.48,0.0,0.27,0.0,0.91,1.18,0.0,0.0,DC,2013,11.36,1.09,10.27,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
361,361,361,361,361,361,ealexande,Eric Alexander,11,1.45,0.91,0.55,1.36,3.91,91.49,0.0,0.36,0.0,0.18,0.45,0.0,0.0,MAD,2013,10.18,0.36,9.82,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
362,362,362,362,362,362,ecooney,Eric Cooney,11,1.0,0.18,0.82,1.36,3.64,86.96,0.0,0.55,0.0,0.27,1.18,0.0,0.64,NJH,2013,16.91,6.91,10.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
363,363,363,363,363,363,abarnhart,Andy Barnhart,9,1.0,0.22,0.78,1.33,4.78,91.49,0.0,0.44,0.0,0.33,1.11,0.0,2.22,DET,2013,7.89,3.44,4.44,,,,,,,,,,,Defender,,,,,,,0.9768758985289832,-0.06417756354969249,-0.8106813506445935,0.2353198591551418,0.5231397906695977,-0.0141866957747401,-0.029099816092386627
364,364,364,364,364,364,areif,Adrian Reif,18,1.33,0.78,0.56,1.33,6.17,94.07,0.0,0.33,0.06,0.28,0.61,0.0,0.11,MAD,2013,14.39,3.94,10.44,,,,,,,,,,,Defender,,,,,,,-1.1857326289621664,-0.6554559267444684,-1.0271277072783924,-0.26072392114370535,-1.271932621597275,-0.1555556999913915,-0.8038100441909604
365,365,365,365,365,365,rallan,Rob Allan,12,1.08,0.08,1.0,1.33,4.0,96.0,0.0,0.17,0.0,0.17,0.58,0.0,0.0,PHI,2013,13.25,4.5,8.75,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
366,366,366,366,366,366,rkubalanz,Ron Kubalanza,9,2.33,1.78,0.56,1.33,30.78,96.85,0.0,1.0,0.0,0.22,0.22,0.0,0.0,CHI,2013,22.56,13.11,9.44,,,,,,,,,,,Handler,,,,,,,1.5032600449877578,0.27243264961633673,-0.29744365130486977,-0.3678440169306692,-0.393796046680958,-0.06882519482557396,-0.19666276632504007
367,367,367,367,367,367,rkeyfitz,Ryan Keyfitz,13,2.54,1.69,0.85,1.31,13.08,89.47,0.0,1.54,0.0,0.15,0.46,0.0,0.08,TOR,2013,11.31,3.77,7.54,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
368,368,368,368,368,368,bkeren,Benjy Keren,10,1.7,1.1,0.6,1.3,17.9,96.76,0.0,0.6,0.0,0.0,0.2,0.0,0.1,MAD,2013,12.9,7.2,5.7,,,,,,,,,67.0,172.0,Handler,,,,,,,3.866951561576788,2.0750928817651,-1.8287725813146711,0.7126808391447941,-0.09172634803347046,-0.07547617398193597,0.21681869789043817
369,369,369,369,369,369,jgroess,John Groess,14,0.93,0.64,0.29,1.29,11.21,95.73,0.0,0.5,0.0,0.07,0.93,0.0,0.14,MIN,2013,15.57,3.86,11.71,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
370,370,370,370,370,370,jscullion,Jadon Scullion,14,2.5,1.64,0.86,1.29,19.43,90.37,0.0,2.0,0.07,0.14,0.93,0.0,4.21,MAD,2013,17.71,6.43,11.29,,,,,,,,,,,Handler,,,,,,,0.9366758495162149,0.42109483135046427,-0.2192790832501219,-0.7835147063033789,1.0818597662205482,-0.05774487838545539,0.12504020200437793
371,371,371,371,371,371,bliu1,Bob Liu,8,1.88,1.13,0.75,1.25,45.13,97.57,0.0,1.13,0.0,0.25,0.75,0.0,0.63,CHI,2013,18.25,9.25,9.0,,,,,,,,,68.0,145.0,Handler,,,,,,,2.975445884156376,0.3762509812554453,-1.8151255975411738,-0.8299075117478901,-0.5177810613948245,-0.2687466985336789,-0.6966407973571108
372,372,372,372,372,372,jpayne,Jared Payne,12,3.42,2.25,1.17,1.25,12.33,86.05,0.0,2.0,0.0,0.33,0.17,0.0,0.0,IND,2013,15.17,12.83,2.33,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
373,373,373,373,373,373,kbrown,Kevin Brown,8,1.38,0.75,0.63,1.25,10.13,88.04,0.0,1.38,0.0,0.0,1.25,0.0,13.5,MAD,2013,14.75,3.13,11.63,,,,,,,,,73.0,185.0,Handler,,,,,,,1.2414502763803257,0.29158149259074645,1.3736009971957102,1.2672610586551836,0.3732299083278494,0.30463663217128906,0.8264183641923724
374,374,374,374,374,374,jcursi,Jonathan Cursi,9,1.11,0.11,1.0,1.22,0.89,,0.0,0.11,0.0,0.11,0.33,0.0,0.0,NJH,2013,8.0,5.44,2.56,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
375,375,375,375,375,375,mtacheron,Matt Tacheron,14,2.29,0.86,1.43,1.21,8.36,84.78,0.0,1.5,0.0,0.57,1.0,0.0,3.79,NJH,2013,17.0,8.57,8.43,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
376,376,376,376,376,376,hschwarze,Harrison Schwarzer,10,1.3,0.5,0.8,1.2,1.6,80.0,0.0,0.4,0.0,0.2,0.5,0.0,1.2,ROC,2013,7.3,2.2,5.1,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
377,377,377,377,377,377,eolson,Eric Olson,11,1.27,0.73,0.55,1.18,25.45,96.89,0.0,0.82,0.0,0.36,1.09,0.0,0.09,MIN,2013,18.73,13.45,5.27,,,,,,,,,,,Handler,,,,,,,-1.738886002009421,-1.5089946981043374,-1.2526335420062047,0.38158737756531946,-0.697680144340853,-0.08159251120095946,-0.7694302517215189
378,378,378,378,378,378,jrohowetz,Jeese Rohowetz,12,0.75,0.0,0.75,1.17,1.75,100.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,MAD,2013,7.67,0.25,7.42,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
379,379,379,379,379,379,mstavinga,Matt Stavinga,13,1.31,0.77,0.54,1.15,5.77,89.29,0.0,0.69,0.0,0.23,0.77,0.0,0.31,PHI,2013,11.62,4.31,7.31,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
380,380,380,380,380,380,dlockhart,Dane Lockhart,7,1.29,0.43,0.86,1.14,3.14,95.65,0.0,0.14,0.0,0.0,0.0,0.0,0.0,IND,2013,6.0,4.29,1.71,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
381,381,381,381,381,381,rforster,Ryan Forster,7,1.71,0.29,1.43,1.14,5.86,89.13,0.0,0.71,0.0,0.57,0.71,0.0,0.43,PHI,2013,9.14,6.29,2.86,,,,,,,,,,,Handler,,,,,,,1.4285712770173788,-0.21151253904694284,-0.11232834944269136,-0.7331603273663705,-0.5589592812174883,-0.09987560079240737,-0.4039901242683732
382,382,382,382,382,382,ehubbard,Eric Hubbard,8,0.38,0.0,0.38,1.13,0.25,,0.0,0.0,0.0,0.0,0.75,0.0,0.0,DET,2013,6.25,1.0,5.25,,,,,,,,,,,Defender,,,,,,,0.8768407854812152,-0.7947681282614354,2.808072509796196,-1.1633203741886795,0.9716666288186627,0.1769724512704001,0.455412659041186
383,383,383,383,383,383,nhanke,Neal Hanke,8,0.75,0.38,0.38,1.13,6.75,93.1,0.0,0.5,0.0,0.0,0.88,0.0,0.75,MIN,2013,13.25,5.38,7.88,,,,,,,,,,,Defender,,,,,,,-0.7510516666037353,-0.6745667450896842,-0.9265867923954055,-0.25806993453534127,0.8600380200077088,-0.07051845418206155,-0.24979636300318056
384,384,384,384,384,384,slacrosse,Steve LaCrosse,8,1.75,0.88,0.88,1.13,3.88,91.18,0.0,0.38,0.0,0.38,0.13,0.0,0.0,IND,2013,5.88,5.13,0.75,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
385,385,385,385,385,385,tkominos,Tim Kominos,9,0.56,0.0,0.56,1.11,0.67,,0.0,0.0,0.0,0.11,0.67,0.0,0.11,ROC,2013,6.33,0.67,5.67,,,,,,,,,72.0,165.0,Defender,,,,,,,-1.4071734566010206,-0.4451794777723047,0.39316178219858855,-0.06676664303971752,0.0731499350948832,0.0472211244381022,-0.011408600879637621
386,386,386,386,386,386,kalexande,Kelsen Alexander,10,1.8,0.6,1.2,1.1,19.9,95.22,0.0,0.9,0.1,0.2,0.4,0.0,0.2,MAD,2013,15.6,8.8,6.8,,,,,,,,,,,Handler,,,,,,,2.732252401375702,2.286926335852087,0.6837808027930984,-0.2752674455136819,-0.6686159247902673,0.0238978925334445,0.506705942085309
387,387,387,387,387,387,ahuels,Alan Huels,11,0.82,0.18,0.64,1.09,1.36,,0.0,0.27,0.0,0.09,0.64,0.0,7.45,CIN,2013,16.0,2.64,13.36,,,,,,,,,,,Defender,,,,,,,-0.1052561450014209,0.04068597436004708,-0.6473133982568118,-0.3597964049500479,-0.33148998066407737,-0.09837066762689127,-0.3244784523777225
388,388,388,388,388,388,charrity,Charles Harrity,12,2.0,1.0,1.0,1.08,3.5,75.0,0.0,1.17,0.0,0.17,0.42,0.0,1.0,PHI,2013,12.83,3.67,9.17,,,,,,,,,,,Handler,,,,,,,-0.1070171197031521,-0.5626256764779589,-1.2996962268787629,-1.666543297448833,-0.7471940533088645,-0.32605180633676206,-1.0690148135286048
389,389,389,389,389,389,emack,Eddie Mack,12,2.75,0.92,1.83,1.08,30.92,95.37,0.0,1.5,0.0,0.5,0.33,0.0,0.0,CIN,2013,17.5,15.25,2.25,,,,,,,,,,,Cutter,,,,,,,1.2870336868537982,0.2806393841262016,-1.8764794453380929,-0.5723510769308763,-0.265265316673013,-0.23558678412397846,-0.6083641137039452
390,390,390,390,390,390,mpetersen,Michael Petersen,12,1.92,1.25,0.67,1.08,10.33,86.71,0.0,1.58,0.0,0.67,1.42,0.0,5.75,MIN,2013,18.83,7.92,10.92,,,,,,,,,73.0,180.0,Handler,,,,,,,-2.270644006838662,-1.1402318739388506,-0.4241182889748023,0.5197362726791326,-0.5353725354966751,0.0176142147202848,-0.3949966064327989
391,391,391,391,391,391,whoehne,William Hoehne,13,1.54,0.54,1.0,1.08,4.85,80.77,0.0,1.15,0.0,0.23,0.92,0.0,5.23,PHI,2013,13.69,3.77,9.92,,,,,,,,,,,Cutter,,,,,,,-0.3493722453372269,-0.23975657913434806,-0.2326888930381396,-0.1509642762754471,-0.591239034959387,-0.044517620920913464,-0.3036621958518304
392,392,392,392,392,392,fharris,Frank Harris,14,1.57,0.93,0.64,1.07,19.14,95.04,0.0,1.0,0.0,0.29,0.79,0.0,5.36,NJH,2013,18.43,8.07,10.36,,,,,,,,,,,Handler,,,,,,,-4.197254510292225,-2.1389613611566114,-0.09155574424638216,-0.16608991536423665,-0.501538047370745,-0.029923734572859868,-0.7245362670344939
393,393,393,393,393,393,trevell,Troy Revell,15,2.67,1.4,1.27,1.07,28.27,94.01,0.0,1.8,0.0,0.2,0.4,0.0,0.27,IND,2013,15.8,13.33,2.47,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
394,394,394,394,394,394,abrown,Andrew Brown,17,2.24,1.82,0.41,1.06,45.06,96.72,0.0,1.29,0.24,0.12,0.24,0.0,0.12,MAD,2013,19.59,13.76,5.82,,,,,,,,,73.0,175.0,Handler,,,,,,,1.9722392897134216,0.32833763400992005,-1.8611901479750368,-0.5848637073695985,-0.655467244274818,-0.24940279110585192,-0.6932958664023833
395,395,395,395,395,395,jberzoffc,Jake Berzoff-Cohen,12,1.58,1.0,0.58,1.0,10.83,90.91,0.0,1.08,0.0,0.33,0.83,0.0,8.0,DC,2013,13.83,4.58,9.25,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
396,396,396,396,396,396,jkanter,Jeremy Kanter,2,1.0,0.5,0.5,1.0,3.0,,0.0,0.5,0.0,0.0,0.5,0.0,0.0,ROC,2013,18.5,9.0,9.5,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
397,397,397,397,397,397,jkolb,John Kolb,12,1.75,0.67,1.08,1.0,8.33,88.5,0.0,1.08,0.0,0.08,0.42,0.0,2.58,CHI,2013,13.75,3.17,10.58,,,,,,,,,,,Defender,,,,,,,1.9889545298792424,0.6899096110001102,-0.6823044186992859,0.7068202375257867,0.23117242348805486,0.04235082560892006,0.23639946332866646
398,398,398,398,398,398,kmoses,Kelly Moses,2,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ROC,2013,4.5,0.0,4.5,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
399,399,399,399,399,399,lbradford,Liam Bradford,14,1.14,0.36,0.79,1.0,5.36,96.15,0.0,0.21,0.0,0.07,0.14,0.0,0.21,TOR,2013,9.64,3.36,6.29,,,,,,,,,,,Handler,,,,,,,4.717857939345217,2.2738178361700023,0.3322965017837897,-1.34381926829025,0.12759726984677328,-0.10513402749917146,0.34747308487757883
400,400,400,400,400,400,mzaagman,Mike Zaagman,1,1.0,1.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DET,2013,8.0,5.0,3.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
401,401,401,401,401,401,nlopresto,Nicolas LoPresto,1,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,PHI,2013,11.0,2.0,9.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
402,402,402,402,402,402,sdonnella,Sean Donnellan,14,1.71,0.79,0.93,1.0,16.14,92.62,0.0,1.29,0.0,0.21,0.79,0.0,0.07,ROC,2013,15.0,8.36,6.64,,,,,,,,,,,Handler,,,,,,,0.4651997436591207,0.05026821874237935,-0.6514149523429538,-0.9855311450320443,-0.88172573196953,-0.19100547524532893,-0.6171009026505372
403,403,403,403,403,403,jshepard,Joshua Shepard,14,0.64,0.36,0.29,0.93,3.43,94.12,0.0,0.21,0.0,0.07,0.57,0.0,0.93,CHI,2013,13.71,2.36,11.36,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
404,404,404,404,404,404,scanetti,Seth Canetti,15,2.73,2.13,0.6,0.93,30.67,93.88,0.0,1.87,0.13,0.47,0.53,0.0,0.0,NY,2013,14.73,11.73,3.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
405,405,405,405,405,405,swillis,Steve Willis,15,0.67,0.0,0.67,0.93,3.73,98.25,0.0,0.07,0.0,0.2,0.53,0.0,0.0,NJH,2013,15.07,6.53,8.53,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
406,406,406,406,406,406,abrown2,Alon Brown,13,2.38,1.54,0.85,0.92,7.77,75.94,0.0,2.46,0.0,0.15,1.15,0.0,17.0,NY,2013,18.23,2.38,15.85,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
407,407,407,407,407,407,dhassell,Dan Hassell,12,0.75,0.17,0.58,0.92,1.92,95.83,0.0,0.08,0.0,0.0,0.25,0.0,0.0,TOR,2013,10.25,2.58,7.67,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
408,408,408,408,408,408,jbergen,John Bergen,13,0.92,0.54,0.38,0.92,9.31,93.08,0.0,0.69,0.0,0.15,0.85,0.0,1.15,MIN,2013,14.77,3.23,11.54,,,,,,,,,,,Defender,,,,,,,2.9789659880502946,1.4637382877026157,-0.45183150105308983,-0.061622063323986356,-1.3861775922635267,-0.08268387824359102,-0.10897321723449677
409,409,409,409,409,409,jginsberg,Jon Ginsberg,13,1.54,1.08,0.46,0.92,26.85,95.36,0.0,1.31,0.0,0.38,1.08,0.0,0.0,DC,2013,18.62,15.77,2.85,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
410,410,410,410,410,410,jsiemer,John Siemer,12,2.25,0.67,1.58,0.92,27.83,95.7,0.0,1.25,0.0,0.58,0.5,0.0,0.0,CIN,2013,15.17,9.58,5.58,,,,,,,,,,,Defender,,,,,,,0.4351098650088081,0.16686196565032074,-0.4755822866195837,-0.23124772682041125,-0.744764954454351,-0.08197438367176757,-0.3211832505610063
411,411,411,411,411,411,kvenose,Kevin Venose,10,3.5,2.2,1.3,0.9,23.1,86.84,0.0,3.5,0.0,0.5,1.4,0.0,0.1,NJH,2013,17.2,8.2,9.0,,,,,,,,,,,Handler,,,,,,,-0.5537975228422211,-0.2690117370839996,-0.35129617919744804,-0.47244673772954177,0.22352917092694344,-0.06421301861935731,-0.21730637077101148
412,412,412,412,412,412,agareis,Alex Gareis,9,0.78,0.33,0.44,0.89,2.67,88.89,0.0,0.33,0.0,0.0,0.44,0.0,0.0,CHI,2013,7.56,0.11,7.44,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
413,413,413,413,413,413,jpalumbo,Jonathan Palumbo,15,1.2,0.47,0.73,0.87,4.4,86.84,0.0,0.67,0.0,0.4,0.73,0.0,0.0,PHI,2013,10.4,0.93,9.47,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
414,414,414,414,414,414,arobinson,Ashton Robinson,6,0.67,0.0,0.67,0.83,1.0,,0.0,0.17,0.0,0.33,0.67,0.0,0.0,MIN,2013,10.33,5.33,5.0,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
415,415,415,415,415,415,mhurray,Matt Hurray,6,0.67,0.33,0.33,0.83,1.67,,0.0,0.33,0.0,0.0,0.5,0.0,0.0,PHI,2013,5.5,0.17,5.33,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
416,416,416,416,416,416,bawerbuch,Brendan Awerbuch,17,2.24,1.65,0.59,0.82,24.94,92.78,0.0,1.94,0.0,0.29,0.82,0.0,0.0,NY,2013,17.0,12.53,4.47,,,,,,,,,,,Handler,,,,,,,2.2817170004960925,1.3471158070047247,-0.13493720231032377,-0.4991365109033196,-0.25750866498473124,-0.06410525942478558,0.11388335720158752
417,417,417,417,417,417,rjohnson,Robert Johnson,11,1.55,0.82,0.73,0.82,16.82,93.91,0.0,1.09,0.0,0.18,0.55,0.0,0.36,MIN,2013,14.73,11.18,3.55,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
418,418,418,418,418,418,hrasmusse,Hans Rasmussen,16,0.81,0.31,0.5,0.81,4.44,95.95,0.0,0.19,0.0,0.0,0.19,0.0,0.06,IND,2013,10.81,2.94,7.88,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
419,419,419,419,419,419,bmatis,Brandon Matis,5,1.4,0.0,1.4,0.8,4.0,86.96,0.0,0.6,0.0,0.8,0.8,0.0,0.0,MIN,2013,13.8,3.8,10.0,,,,,,,,,72.0,167.0,Defender,,,,,,,-0.4180004638363313,0.24518338381109467,-0.278133084480329,-0.05526333224399381,-0.5761994856671377,-0.037095982459974926,-0.16610312964509147
420,420,420,420,420,420,dhunt1,Daniel Hunt,5,0.8,0.2,0.6,0.8,1.8,,0.0,0.2,0.0,0.0,0.2,0.0,0.0,DET,2013,6.0,1.4,4.6,,,,,,,,,,,Handler,,,,,,,-3.552999660300398,-1.8685397927509073,0.3479326016549813,-1.096996037418657,-1.2298659189310779,-0.1229218159712122,-0.9618672868614153
421,421,421,421,421,421,nvolkman,Nate Volkman,10,1.7,1.0,0.7,0.8,20.6,95.37,0.0,1.0,0.0,0.1,0.2,0.0,0.1,MAD,2013,12.9,9.4,3.5,,,,,,,,,,,Handler,,,,,,,2.609323896888792,0.7836704180918441,-2.1192101537018018,-2.1900517317498958,-0.49821022824187466,-0.4547231522823226,-1.005950423900432
422,422,422,422,422,422,pbutterfo,Paul Butterfoss,5,0.8,0.8,0.0,0.8,7.6,86.36,0.0,1.2,0.0,0.0,1.2,0.0,1.0,DC,2013,9.2,1.8,7.4,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
423,423,423,423,423,423,sesser,Sam Esser,10,1.3,0.1,1.2,0.8,5.9,89.39,0.0,0.7,0.0,0.3,0.5,0.0,0.0,PHI,2013,10.1,4.5,5.6,,,,,,,,,,,Defender,,,,,,,-1.6301174274211083,-1.0821691622577403,-0.6931260197354897,-0.02177268177214386,-0.9421566414877384,-0.0848978636210226,-0.6848061263132781
424,424,424,424,424,424,bdietrich,Breton Dietrich,14,1.93,1.57,0.36,0.79,11.36,86.41,0.0,1.79,0.0,0.29,0.93,0.0,0.29,PHI,2013,14.71,2.79,11.93,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
425,425,425,425,425,425,crodrigue,Carlos Rodriguez,9,0.56,0.22,0.33,0.78,1.33,,0.0,0.33,0.0,0.11,0.67,0.0,0.11,DC,2013,7.67,1.78,5.89,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
426,426,426,426,426,426,jtrosvig,Jeff Trosvig,13,1.62,1.31,0.31,0.77,20.62,94.7,0.0,1.15,0.0,0.23,0.54,0.0,4.77,MIN,2013,16.15,8.38,7.77,,,,,,,,,,,,,,,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
